Référence,Version,Prédéterminé,Type,EAN13,Famille,Catalogue,"Tarif national",Garantie,"Étiquette V/F","Fiche technique",Description,masterfile.tender_text,masterfile.codi_duaner,Matériel,Fini,grand,Largeur,Hauteur,Projection,"Source de lumière","Inclure une ampoule","Efficacité énergétique","Unités masterbox","Produit déclassé","Lancement de produit","Poids emballé (kg)","Weight master box","Poids net (kg)","Unité de volume (m3)","Volume Master box (m3)","Length Box 1","Largeur de la boîte 1","Boîte de hauteur 1","Length Box 2","Largeur de la boîte 2","Boîte de hauteur 2","Length Box 3","Largeur de la boîte 3","Boîte de hauteur 3","Length MB 1","Largeur MB 1","Hauteur MB 1","Length MB 2","Largeur MB 2","Hauteur MB 2","Length MB 3","Largeur MB 3","Hauteur MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Température de couleur LED (K)",CRI,"Faisceau de lumière (°)","Réglementation de type",IP,IK,"Image Web","Image d'environnement 1","Image d'environnement 2","Image d'environnement 3","Image de détail 1","Image de détail 2",IMC,EE,Photométrie,masterfile.ploma_comercial,Accessoires,3D,masterfile.ies,masterfile.ldt,"Codi Kenya","Código RETILAP","Maroc Code","Pays Code 4","Pays Code 5","Pays Code 6",Modèle
AH11-17W8W1DS60,V0,Oui,"Encastrables au plafond",8435629713086,"Sia Standard 115 Round Trim",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AH11-17W8W1DS60.html,"ENCASTRABLES AU PLAFOND SIA STANDARD 115 ROUND TRIM LED 19.8W 3000K CRI 80 75.8 ","LedsC4 Sia Standard 115 Round Trim AH11-17W8W1DS60  Encastrables au plafond pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Polycarbonate. Finition diffuseur: Chrome. Garantie: 2 Ans.  Poids net du produit (kg): 0.84 Largeur ou diamètre du produit (mm): 115 Hauteur du produit (mm): 75 Ø de l&#039;orifice pour l&#039;encastrement (mm): 100 Épaisseur de plafond admise: 0-16  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 17.7W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 22.4. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 1829. Lm/W réels: 92. Plage de tension/fréquence: 100-240V/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 19.8. Facteur de puissance: 0.80. Appareillage réglable fourni: DALI-2/PUSH.",9405119090,"Aluminium, Polycarbonate","Noir, Chrome",,115,75,,,Oui,E,16,"Descatalogado FR",2021,"0,9","14,4","0,84","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"19,8",,1829,3000K,80,FLOOD,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AH11-17W8W1DS60,,,,,,https://files.ledsc4.com/imc/AH11-17W8W1DS60.html,https://files.ledsc4.com/el/AH11-17W8W1DS60.html,https://files.ledsc4.com/fm/AH11-17W8W1DS60.html,,,https://files.ledsc4.com/3d/AH11-17W8W1DS60.html,https://files.ledsc4.com/ies/AH11-17W8W1DS60.html,https://files.ledsc4.com/ldt/AH11-17W8W1DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Sia Standard 115 Round Trim"
AG13-13X9S2OU60,V0,Oui,"Encastrables au plafond",8435629769571,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG13-13X9S2OU60.html,"ENCASTRABLES AU PLAFOND PLAY HIGH VISUAL CONFORT ROUND FIXED LED 14.3W 4000K CRI","LedsC4 Play High Visual Confort Round Fixed AG13-13X9S2OU60  Encastrables au plafond pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.33 Largeur ou diamètre du produit (mm): 90 Hauteur du produit (mm): 127 Ø de l&#039;orifice pour l&#039;encastrement (mm): 78 Épaisseur de plafond admise: 0-25  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 11.9W. Température de couleur: 4000K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 12.8. Risque photobiologique: RG2. % de Flickering: &lt;5%. Flux réel (lm): 1286. Lm/W réels: 90. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 14.3. Facteur de puissance: 0.88. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Noir, Transparent",,90,127,,,Oui,E,16,"Descatalogado FR",2021,"0,4","6,4","0,33","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"14,3",,1286,4000K,92,SPOT+HONEYCOMB,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-13X9S2OU60,,,,,,https://files.ledsc4.com/imc/AG13-13X9S2OU60.html,https://files.ledsc4.com/el/AG13-13X9S2OU60.html,https://files.ledsc4.com/fm/AG13-13X9S2OU60.html,,https://files.ledsc4.com/ft3/fr/AG13-13X9S2OU60.html,https://files.ledsc4.com/3d/AG13-13X9S2OU60.html,https://files.ledsc4.com/ies/AG13-13X9S2OU60.html,https://files.ledsc4.com/ldt/AG13-13X9S2OU60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG13-18X9F1OU14,V0,Oui,"Encastrables au plafond",8435629769984,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG13-18X9F1OU14.html,"ENCASTRABLES AU PLAFOND PLAY HIGH VISUAL CONFORT ROUND FIXED LED 19.8W 4000K CRI","LedsC4 Play High Visual Confort Round Fixed AG13-18X9F1OU14  Encastrables au plafond pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Blanc. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.37 Largeur ou diamètre du produit (mm): 90 Hauteur du produit (mm): 145 Ø de l&#039;orifice pour l&#039;encastrement (mm): 78 Épaisseur de plafond admise: 0-25  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 17.7W. Température de couleur: 4000K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L90B10. Facteur UGR: 18.7. Risque photobiologique: RG2. % de Flickering: +/- 3%. Flux réel (lm): 1917. Lm/W réels: 97. Plage de tension/fréquence: 100-240V/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 19.8. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Blanc, Transparent",,90,145,,,Oui,F,16,"Descatalogado FR",2021,"0,43","6,88","0,37","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"19,8",,1917,4000K,92,FLOOD,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-18X9F1OU14,,,,,,https://files.ledsc4.com/imc/AG13-18X9F1OU14.html,https://files.ledsc4.com/el/AG13-18X9F1OU14.html,https://files.ledsc4.com/fm/AG13-18X9F1OU14.html,,https://files.ledsc4.com/ft3/fr/AG13-18X9F1OU14.html,https://files.ledsc4.com/3d/AG13-18X9F1OU14.html,https://files.ledsc4.com/ies/AG13-18X9F1OU14.html,https://files.ledsc4.com/ldt/AG13-18X9F1OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG13-P7W9M2OU14,V0,Oui,"Encastrables au plafond",8435629770560,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG13-P7W9M2OU14.html,"ENCASTRABLES AU PLAFOND PLAY HIGH VISUAL CONFORT ROUND FIXED LED 8.5W 3000K CRI ","LedsC4 Play High Visual Confort Round Fixed AG13-P7W9M2OU14  Encastrables au plafond pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Blanc. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.26 Largeur ou diamètre du produit (mm): 90 Hauteur du produit (mm): 107 Ø de l&#039;orifice pour l&#039;encastrement (mm): 78 Épaisseur de plafond admise: 0-25  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 6.4W. Température de couleur: 3000K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 14.2. Risque photobiologique: RG1. Flux réel (lm): 721. Lm/W réels: 85. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 8.5. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Blanc, Transparent",,90,107,,,Oui,F,16,"Descatalogado FR",2021,"0,32","5,12","0,26","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,721,3000K,92,MEDIUM,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-P7W9M2OU14,,,,,,https://files.ledsc4.com/imc/AG13-P7W9M2OU14.html,https://files.ledsc4.com/el/AG13-P7W9M2OU14.html,https://files.ledsc4.com/fm/AG13-P7W9M2OU14.html,,https://files.ledsc4.com/ft3/fr/AG13-P7W9M2OU14.html,https://files.ledsc4.com/3d/AG13-P7W9M2OU14.html,https://files.ledsc4.com/ies/AG13-P7W9M2OU14.html,https://files.ledsc4.com/ldt/AG13-P7W9M2OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG14-13V9M2OU60,V0,Oui,"Encastrables au plafond",8435629771093,"Play High Visual Comfort Round Adjustable",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG14-13V9M2OU60.html,"ENCASTRABLES AU PLAFOND PLAY HIGH VISUAL COMFORT ROUND ADJUSTABLE LED 14.3W 2700","LedsC4 Play High Visual Comfort Round Adjustable AG14-13V9M2OU60  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.34 Largeur ou diamètre du produit (mm): 100 Hauteur du produit (mm): 121 Ø de l&#039;orifice pour l&#039;encastrement (mm): 90 Épaisseur de plafond admise: 0-18  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 11.9W. Température de couleur: 2700K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 16.0. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 1243. Lm/W réels: 87. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 14.3. Facteur de puissance: 0.88. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Noir, Transparent",,100,121,,,Oui,E,16,"Descatalogado FR",2021,"0,41","6,56","0,34","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"14,3",,1243,2700K,92,"MEDIUM + HONEYCOMB",ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG14-13V9M2OU60,,,,,,https://files.ledsc4.com/imc/AG14-13V9M2OU60.html,https://files.ledsc4.com/el/AG14-13V9M2OU60.html,https://files.ledsc4.com/fm/AG14-13V9M2OU60.html,,https://files.ledsc4.com/ft3/fr/AG14-13V9M2OU60.html,https://files.ledsc4.com/3d/AG14-13V9M2OU60.html,https://files.ledsc4.com/ies/AG14-13V9M2OU60.html,https://files.ledsc4.com/ldt/AG14-13V9M2OU60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Adjustable"
AG14-13V9S2OU60,V0,Oui,"Encastrables au plafond",8435629771154,"Play High Visual Comfort Round Adjustable",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG14-13V9S2OU60.html,"ENCASTRABLES AU PLAFOND PLAY HIGH VISUAL COMFORT ROUND ADJUSTABLE LED 14.3W 2700","LedsC4 Play High Visual Comfort Round Adjustable AG14-13V9S2OU60  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.34 Largeur ou diamètre du produit (mm): 100 Hauteur du produit (mm): 121 Ø de l&#039;orifice pour l&#039;encastrement (mm): 90 Épaisseur de plafond admise: 0-18  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 11.9W. Température de couleur: 2700K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 15.0. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 1142. Lm/W réels: 80. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 14.3. Facteur de puissance: 0.88. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Noir, Transparent",,100,121,,,Oui,E,16,"Descatalogado FR",2021,"0,41","6,56","0,34","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"14,3",,1142,2700K,92,SPOT+HONEYCOMB,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG14-13V9S2OU60,,,,,,https://files.ledsc4.com/imc/AG14-13V9S2OU60.html,https://files.ledsc4.com/el/AG14-13V9S2OU60.html,https://files.ledsc4.com/fm/AG14-13V9S2OU60.html,,https://files.ledsc4.com/ft3/fr/AG14-13V9S2OU60.html,https://files.ledsc4.com/3d/AG14-13V9S2OU60.html,https://files.ledsc4.com/ies/AG14-13V9S2OU60.html,https://files.ledsc4.com/ldt/AG14-13V9S2OU60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Adjustable"
AG16-P7V9M2OU14,V0,Oui,"Encastrables au plafond",8435629777347,"Play IP65 Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG16-P7V9M2OU14.html,"ENCASTRABLES AU PLAFOND PLAY IP65 ROUND FIXED LED 8.5W 2700K CRI 92 27.8º ON-OF","LedsC4 Play IP65 Round Fixed AG16-P7V9M2OU14  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Blanc. Matière du diffuseur: Verre. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.28 Largeur ou diamètre du produit (mm): 93 Hauteur du produit (mm): 81 Ø de l&#039;orifice pour l&#039;encastrement (mm): 65 Épaisseur de plafond admise: 0-20  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IN IP20 / OUT IP65. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 6.4W. Température de couleur: 2700K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 16.2. Risque photobiologique: RG1. Flux réel (lm): 597. Lm/W réels: 70. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 8.5. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Verre","Blanc, Transparent",,93,81,,,Oui,F,16,"Descatalogado FR",2021,"0,34","5,44","0,28","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,597,2700K,92,MEDIUM,ON-OFF,"IN IP20 / OUT IP65",,https://files.ledsc4.com/main-photo/AG16-P7V9M2OU14,,,,,,https://files.ledsc4.com/imc/AG16-P7V9M2OU14.html,https://files.ledsc4.com/el/AG16-P7V9M2OU14.html,https://files.ledsc4.com/fm/AG16-P7V9M2OU14.html,,https://files.ledsc4.com/ft3/fr/AG16-P7V9M2OU14.html,https://files.ledsc4.com/3d/AG16-P7V9M2OU14.html,https://files.ledsc4.com/ies/AG16-P7V9M2OU14.html,https://files.ledsc4.com/ldt/AG16-P7V9M2OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play IP65 Round Fixed"
AG16-P7V9M2OU60,V0,Oui,"Encastrables au plafond",8435629777361,"Play IP65 Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG16-P7V9M2OU60.html,"ENCASTRABLES AU PLAFOND PLAY IP65 ROUND FIXED LED 8.5W 2700K CRI 92 27.9º ON-OF","LedsC4 Play IP65 Round Fixed AG16-P7V9M2OU60  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Verre. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.28 Largeur ou diamètre du produit (mm): 93 Hauteur du produit (mm): 81 Ø de l&#039;orifice pour l&#039;encastrement (mm): 65 Épaisseur de plafond admise: 0-20  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IN IP20 / OUT IP65. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 6.4W. Température de couleur: 2700K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 12.9. Risque photobiologique: RG1. Flux réel (lm): 565. Lm/W réels: 66. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 8.5. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Verre","Noir, Transparent",,93,81,,,Oui,F,16,"Descatalogado FR",2021,"0,34","5,44","0,28","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,565,2700K,92,MEDIUM,ON-OFF,"IN IP20 / OUT IP65",,https://files.ledsc4.com/main-photo/AG16-P7V9M2OU60,,,,,,https://files.ledsc4.com/imc/AG16-P7V9M2OU60.html,https://files.ledsc4.com/el/AG16-P7V9M2OU60.html,https://files.ledsc4.com/fm/AG16-P7V9M2OU60.html,,https://files.ledsc4.com/ft3/fr/AG16-P7V9M2OU60.html,https://files.ledsc4.com/3d/AG16-P7V9M2OU60.html,https://files.ledsc4.com/ies/AG16-P7V9M2OU60.html,https://files.ledsc4.com/ldt/AG16-P7V9M2OU60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play IP65 Round Fixed"
AG32-P7W9F1OUWH,V0,Oui,"Encastrables au plafond",8445386037806,"Play Deco Surface",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG32-P7W9F1OUWH.html,"ENCASTRABLES AU PLAFOND PLAY DECO SURFACE LED 8.5W 3000K CRI 92 48.7º ON-OFF NO","LedsC4 Play Deco Surface AG32-P7W9F1OUWH  Encastrables au plafond pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir/Blanc. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.62 Largeur ou diamètre du produit (mm): 72,5 Hauteur du produit (mm): 200  Classe 2. Essai au fil incandescent: 850. IP: IP23. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 6.4W. Température de couleur: 3000K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 14.7. Risque photobiologique: RG1. Flux réel (lm): 706. Lm/W réels: 83. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 8.5. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Noir/Blanc, Transparent",,"72,5",200,,,Oui,F,20,"Descatalogado FR",2021,"0,76","15,2","0,62","0,003","0,06",215,100,100,,,,,,,,,,,,,,,,"8,5",,706,3000K,92,FLOOD,ON-OFF,IP23,,https://files.ledsc4.com/main-photo/AG32-P7W9F1OUWH,,,,,,https://files.ledsc4.com/imc/AG32-P7W9F1OUWH.html,https://files.ledsc4.com/el/AG32-P7W9F1OUWH.html,https://files.ledsc4.com/fm/AG32-P7W9F1OUWH.html,,https://files.ledsc4.com/ft3/fr/AG32-P7W9F1OUWH.html,https://files.ledsc4.com/3d/AG32-P7W9F1OUWH.html,https://files.ledsc4.com/ies/AG32-P7W9F1OUWH.html,https://files.ledsc4.com/ldt/AG32-P7W9F1OUWH.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
AG17-13X9F1OU14,V0,Oui,"Encastrables au plafond",8435629778818,"Play Deep Round Adjustable Trimless",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG17-13X9F1OU14.html,"ENCASTRABLES AU PLAFOND PLAY DEEP ROUND ADJUSTABLE TRIMLESS LED 14.3W 4000K CRI ","LedsC4 Play Deep Round Adjustable Trimless AG17-13X9F1OU14  Encastrables au plafond pour éclairer vers le bas.  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Blanc. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.39 Longueur du produit (mm): 128 Hauteur du produit (mm): 115 Ø de l&#039;orifice pour l&#039;encastrement (mm): 75 Épaisseur de plafond admise: 0-18  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 11.9W. Température de couleur: 4000K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 19.4. Risque photobiologique: RG2. % de Flickering: &lt;5%. Flux réel (lm): 1518. Lm/W réels: 106. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 14.3. Facteur de puissance: 0.88. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Blanc, Transparent",128,,115,,,Oui,E,16,"Descatalogado FR",2021,"0,46","7,36","0,39","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"14,3",,1518,4000K,92,FLOOD,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG17-13X9F1OU14,,,,,,https://files.ledsc4.com/imc/AG17-13X9F1OU14.html,https://files.ledsc4.com/el/AG17-13X9F1OU14.html,https://files.ledsc4.com/fm/AG17-13X9F1OU14.html,,https://files.ledsc4.com/ft3/fr/AG17-13X9F1OU14.html,https://files.ledsc4.com/3d/AG17-13X9F1OU14.html,https://files.ledsc4.com/ies/AG17-13X9F1OU14.html,https://files.ledsc4.com/ldt/AG17-13X9F1OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Deep Round Adjustable Trimless"
AG21-P7V9M2OU14,V0,Oui,"Encastrables au plafond",8435629783959,"Play Flat Square Adjustable",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG21-P7V9M2OU14.html,"ENCASTRABLES AU PLAFOND PLAY FLAT SQUARE ADJUSTABLE LED 8.5W 2700K CRI 92 27.8º","LedsC4 Play Flat Square Adjustable AG21-P7V9M2OU14  Encastrables au plafond pour éclairer vers le bas.  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Blanc. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.24 Longueur du produit (mm): 78 Largeur ou diamètre du produit (mm): 78 Hauteur du produit (mm): 71 Ø de l&#039;orifice pour l&#039;encastrement (mm): 68 Épaisseur de plafond admise: 0-20  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IN IP20 / OUT IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 6.4W. Température de couleur: 2700K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 16.3. Risque photobiologique: RG1. Flux réel (lm): 640. Lm/W réels: 75. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 8.5. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Blanc, Transparent",78,78,71,,,Oui,F,16,"Descatalogado FR",2021,"0,31","4,96","0,24","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,640,2700K,92,MEDIUM,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG21-P7V9M2OU14,,,,,,https://files.ledsc4.com/imc/AG21-P7V9M2OU14.html,https://files.ledsc4.com/el/AG21-P7V9M2OU14.html,https://files.ledsc4.com/fm/AG21-P7V9M2OU14.html,,https://files.ledsc4.com/ft3/fr/AG21-P7V9M2OU14.html,https://files.ledsc4.com/3d/AG21-P7V9M2OU14.html,https://files.ledsc4.com/ies/AG21-P7V9M2OU14.html,https://files.ledsc4.com/ldt/AG21-P7V9M2OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Square Adjustable"
